species,locus,accession,seq_len,sci_name,ncbi_name,ncbi_taxid,outgroup_status
Adiantum_cajennense,atpA,MH019327,1506,Adiantum cajennense Willd.,Adiantum cajennense Willd. ex Klotzsch,434435,in
Adiantum_cajennense,rbcL,MH019544,1309,Adiantum cajennense Willd.,Adiantum cajennense Willd. ex Klotzsch,434435,in
Adiantum_calcareum,atpA,MH019328,1500,Adiantum calcareum Gaertn.,Adiantum calcareum Gardner,2420092,in
Adiantum_calcareum,rbcL,MH019545,1309,Adiantum calcareum Gaertn.,Adiantum calcareum Gardner,2420092,in
Adiantum_camptorachis,atpA,KX524384,1730,"Adiantum camptorachis Sundue, J. Prado & A. R. Sm.","Adiantum camptorachis Sundue, J.Prado & A.R.Sm.",1932673,in
Adiantum_camptorachis,rbcL,KX524180,1309,"Adiantum camptorachis Sundue, J. Prado & A. R. Sm.","Adiantum camptorachis Sundue, J.Prado & A.R.Sm.",1932673,in
Adiantum_capillatum,rbcL,MH019546,1309,Adiantum capillatum A. R. Sm. & J. Prado,Adiantum capillatum A.R.Sm. & J.Prado,2420093,in
Adiantum_capillus-junonis,atpA,JF937269,1733,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,in
Adiantum_capillus-junonis,atpB,JF935395,1265,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,in
Adiantum_capillus-junonis,rbcL,JF935314,1265,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,in
Adiantum_capillus-junonis,rps4,JF980578,571,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,in
Adiantum_capillus-junonis,rps4-trnS,JF980578,335,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,in
Adiantum_capillus-junonis,trnL-trnF,JF980662,886,Adiantum capillus-junonis Rupr.,Adiantum capillus-junonis Rupr.,872334,in
Adiantum_capillus-veneris,plastome,AY178864,66589,Adiantum capillus-veneris L.,Adiantum capillus-veneris L.,13818,in
Adiantum_caudatum,atpA,JF937250,1732,Adiantum caudatum L.,Adiantum caudatum L.,1073774,in
Adiantum_caudatum,atpB,JF935374,1265,Adiantum caudatum L.,Adiantum caudatum L.,1073774,in
Adiantum_caudatum,rbcL,JF935297,1273,Adiantum caudatum L.,Adiantum caudatum L.,1073774,in
Adiantum_caudatum,rps4,JF980559,571,Adiantum caudatum L.,Adiantum caudatum L.,1073774,in
Adiantum_caudatum,rps4-trnS,JF980559,610,Adiantum caudatum L.,Adiantum caudatum L.,1073774,in
Adiantum_caudatum,trnL-trnF,JF980642,903,Adiantum caudatum L.,Adiantum caudatum L.,1073774,in
Adiantum_chienii,atpA,JF937256,1730,Adiantum chienii Ching,Adiantum chienii Ching,1073775,in
Adiantum_chienii,atpB,JF935381,1261,Adiantum chienii Ching,Adiantum chienii Ching,1073775,in
Adiantum_chienii,rbcL,JF935303,1260,Adiantum chienii Ching,Adiantum chienii Ching,1073775,in
Adiantum_chienii,rps4,JF980565,571,Adiantum chienii Ching,Adiantum chienii Ching,1073775,in
Adiantum_chienii,rps4-trnS,JF980565,610,Adiantum chienii Ching,Adiantum chienii Ching,1073775,in
Adiantum_chienii,trnL-trnF,JF980649,920,Adiantum chienii Ching,Adiantum chienii Ching,1073775,in
Adiantum_chilense,atpA,JF937291,1729,Adiantum chilense Kaulf.,Adiantum chilense Kaulf.,1073776,in
Adiantum_chilense,atpB,JF935418,1265,Adiantum chilense Kaulf.,Adiantum chilense Kaulf.,1073776,in
Adiantum_chilense,rbcL,JF935336,1251,Adiantum chilense Kaulf.,Adiantum chilense Kaulf.,1073776,in
Adiantum_chilense,rps4,JF980602,571,Adiantum chilense Kaulf.,Adiantum chilense Kaulf.,1073776,in
Adiantum_chilense,rps4-trnS,JF980602,572,Adiantum chilense Kaulf.,Adiantum chilense Kaulf.,1073776,in
Adiantum_chilense,trnL-trnF,JF980681,837,Adiantum chilense Kaulf.,Adiantum chilense Kaulf.,1073776,in
Adiantum_ciliatum,atpA,KP637179,1735,Adiantum ciliatum Blume,Adiantum malesianum J.Ghatak,451080,in
Adiantum_ciliatum,atpB,KP637194,1253,Adiantum ciliatum Blume,Adiantum malesianum J.Ghatak,451080,in
Adiantum_ciliatum,rbcL,KP637230,1275,Adiantum ciliatum Blume,Adiantum malesianum J.Ghatak,451080,in
Adiantum_ciliatum,rps4,KP637245,571,Adiantum ciliatum Blume,Adiantum malesianum J.Ghatak,451080,in
Adiantum_ciliatum,rps4-trnS,KP637245,399,Adiantum ciliatum Blume,Adiantum malesianum J.Ghatak,451080,in
Adiantum_ciliatum,trnL-trnF,KP637260,741,Adiantum ciliatum Blume,Adiantum malesianum J.Ghatak,451080,in
Adiantum_cinnamomeum,atpA,MH019332,641,Adiantum cinnamomeum Lellinger & J. Prado,Adiantum cinnamomeum Lellinger & J.Prado,1481296,in
Adiantum_cinnamomeum,rbcL,MH019550,1309,Adiantum cinnamomeum Lellinger & J. Prado,Adiantum cinnamomeum Lellinger & J.Prado,1481296,in
Adiantum_comorense,atpA,MH019334,1506,Adiantum comorense (Tardieu) Verdc.,Adiantum comorense (Tardieu) Verdc.,2420095,in
Adiantum_comorense,rbcL,MH019551,1292,Adiantum comorense (Tardieu) Verdc.,Adiantum comorense (Tardieu) Verdc.,2420095,in
Adiantum_concinnum,atpA,KX524413,1730,Adiantum concinnum Humb. & Bonpl. ex Willd.,Adiantum concinnum Humb. & Bonpl. ex Willd.,1551579,in
Adiantum_concinnum,rbcL,KX524209,1309,Adiantum concinnum Humb. & Bonpl. ex Willd.,Adiantum concinnum Humb. & Bonpl. ex Willd.,1551579,in
Adiantum_cunninghamii,atpA,JF937306,1734,Adiantum cunninghamii Hook.,Adiantum cunninghamii Hook.,911565,in
Adiantum_cunninghamii,atpB,JF935433,1265,Adiantum cunninghamii Hook.,Adiantum cunninghamii Hook.,911565,in
Adiantum_cunninghamii,rbcL,JF935351,943,Adiantum cunninghamii Hook.,Adiantum cunninghamii Hook.,911565,in
Adiantum_cunninghamii,rps4,JF980617,571,Adiantum cunninghamii Hook.,Adiantum cunninghamii Hook.,911565,in
Adiantum_cunninghamii,rps4-trnS,JF980617,418,Adiantum cunninghamii Hook.,Adiantum cunninghamii Hook.,911565,in
Adiantum_cunninghamii,trnL-trnF,JF980696,873,Adiantum cunninghamii Hook.,Adiantum cunninghamii Hook.,911565,in
Adiantum_curvatum,atpA,MH019336,641,Adiantum curvatum Kaulf.,Adiantum curvatum Kaulf.,2420096,in
Adiantum_curvatum,rbcL,MH019553,1309,Adiantum curvatum Kaulf.,Adiantum curvatum Kaulf.,2420096,in
Adiantum_davidii,atpA,JF937245,1732,Adiantum davidii Franch.,Adiantum davidii var. longispinum Ching,1073778,in
Adiantum_davidii,atpB,JF935369,1265,Adiantum davidii Franch.,Adiantum davidii var. longispinum Ching,1073778,in
Adiantum_davidii,rbcL,JF935292,1269,Adiantum davidii Franch.,Adiantum davidii var. longispinum Ching,1073778,in
Adiantum_davidii,rps4,JF980554,571,Adiantum davidii Franch.,Adiantum davidii var. longispinum Ching,1073778,in
Adiantum_davidii,rps4-trnS,JF980554,652,Adiantum davidii Franch.,Adiantum davidii var. longispinum Ching,1073778,in
Adiantum_davidii,trnL-trnF,JF980638,921,Adiantum davidii Franch.,Adiantum davidii var. longispinum Ching,1073778,in
Adiantum_dawsonii,atpA,MH019338,685,Adiantum dawsonii Lellinger & J. Prado,Adiantum dawsonii Lellinger & J.Prado,2420097,in
Adiantum_dawsonii,rbcL,MH019555,1304,Adiantum dawsonii Lellinger & J. Prado,Adiantum dawsonii Lellinger & J.Prado,2420097,in
Adiantum_decoratum,atpA,MH019339,1440,Adiantum decoratum Maxon & Weath.,Adiantum decoratum Maxon & Weath.,2420098,in
Adiantum_decoratum,atpB,MN781242,1134,Adiantum decoratum Maxon & Weath.,Adiantum decoratum Maxon & Weath.,2420098,in
Adiantum_decoratum,rbcL,MH019556,1290,Adiantum decoratum Maxon & Weath.,Adiantum decoratum Maxon & Weath.,2420098,in
Adiantum_decoratum,rps4,MN781366,531,Adiantum decoratum Maxon & Weath.,Adiantum decoratum Maxon & Weath.,2420098,in
Adiantum_decoratum,rps4-trnS,MN781366,97,Adiantum decoratum Maxon & Weath.,Adiantum decoratum Maxon & Weath.,2420098,in
Adiantum_deflectens,atpA,MH019340,1506,Adiantum deflectens Mart.,Adiantum deflectens Mart.,2420099,in
Adiantum_deflectens,rbcL,MH019557,1309,Adiantum deflectens Mart.,Adiantum deflectens Mart.,2420099,in
Adiantum_delicatulum,atpA,MH019341,1506,Adiantum delicatulum Mart.,Adiantum delicatulum Mart.,2420100,in
Adiantum_delicatulum,rbcL,MH019558,1286,Adiantum delicatulum Mart.,Adiantum delicatulum Mart.,2420100,in
Adiantum_deltoideum,atpA,MH019342,641,Adiantum deltoideum Sw.,Adiantum deltoideum Sw.,1979438,in
Adiantum_deltoideum,rbcL,MH019559,1309,Adiantum deltoideum Sw.,Adiantum deltoideum Sw.,1979438,in
Adiantum_deltoideum,trnL-trnF,KY934392,822,Adiantum deltoideum Sw.,Adiantum deltoideum Sw.,1979438,in
Adiantum_dentatum,atpA,KY382668,1732,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,in
Adiantum_dentatum,atpB,KY429049,1244,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,in
Adiantum_dentatum,matK,KY461657,915,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,in
Adiantum_dentatum,rbcL,KY450801,1240,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,in
Adiantum_dentatum,rps4,KY450956,571,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,in
Adiantum_dentatum,rps4-trnS,KY450955,671,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,in
Adiantum_dentatum,trnL-trnF,KY450879,728,"Adiantum dentatum A. H. Wang, F. G. Wang & F. W. Xing",Adiantum dentatum A.H.Wang & F.G.Wang & F.W.Xing,1970762,in
Adiantum_diaphanum,atpA,JF937254,1734,Adiantum diaphanum Blume,Adiantum diaphanum Blume,872335,in
Adiantum_diaphanum,atpB,JF935379,1265,Adiantum diaphanum Blume,Adiantum diaphanum Blume,872335,in
Adiantum_diaphanum,rbcL,JF935301,1264,Adiantum diaphanum Blume,Adiantum diaphanum Blume,872335,in
Adiantum_diaphanum,rps4,JF980563,571,Adiantum diaphanum Blume,Adiantum diaphanum Blume,872335,in
Adiantum_diaphanum,rps4-trnS,JF980563,388,Adiantum diaphanum Blume,Adiantum diaphanum Blume,872335,in
Adiantum_diaphanum,trnL-trnF,JF980647,908,Adiantum diaphanum Blume,Adiantum diaphanum Blume,872335,in
Adiantum_digitatum,atpA,MH019343,1506,Adiantum digitatum Hook.,Adiantum digitatum Hook.,1803729,in
Adiantum_digitatum,rbcL,MH019561,1309,Adiantum digitatum Hook.,Adiantum digitatum Hook.,1803729,in
Adiantum_digitatum,rps4,KU147307,600,Adiantum digitatum Hook.,Adiantum digitatum Hook.,1803729,in
Adiantum_digitatum,rps4-trnS,KU147307,135,Adiantum digitatum Hook.,Adiantum digitatum Hook.,1803729,in
Adiantum_diogoanum,rbcL,KJ628557,1265,Adiantum diogoanum Glaz. ex Baker,Adiantum diogoanum Glaz. ex Baker,1481297,in
Adiantum_discolor,atpA,MH019344,641,Adiantum discolor J. Prado,Adiantum discolor J.Prado,2420101,in
Adiantum_discolor,rbcL,MH019562,1289,Adiantum discolor J. Prado,Adiantum discolor J.Prado,2420101,in
Adiantum_dolosum,atpA,MH019345,1506,Adiantum dolosum Kunze,Adiantum dolosum Kunze,1481298,in
Adiantum_dolosum,rbcL,MH019563,1309,Adiantum dolosum Kunze,Adiantum dolosum Kunze,1481298,in
Adiantum_edgeworthii,atpA,KP637178,1732,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,in
Adiantum_edgeworthii,atpB,KP637193,1253,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,in
Adiantum_edgeworthii,rbcL,KP637229,1275,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,in
Adiantum_edgeworthii,rps4,KP637244,571,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,in
Adiantum_edgeworthii,rps4-trnS,KP637244,404,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,in
Adiantum_edgeworthii,trnL-trnF,KP637259,736,Adiantum edgeworthii Hook.,Adiantum edgeworthii Hook.,872336,in
Adiantum_erythrochlamys,rbcL,MH019566,1292,Adiantum erythrochlamys Diels,Adiantum erythrochlamys Diels,1883113,in
Adiantum_excisum,atpA,JF937292,1729,Adiantum excisum Kunze,Adiantum excisum Kunze,1073781,in
Adiantum_excisum,atpB,JF935419,1265,Adiantum excisum Kunze,Adiantum excisum Kunze,1073781,in
Adiantum_excisum,rbcL,JF935337,1194,Adiantum excisum Kunze,Adiantum excisum Kunze,1073781,in
Adiantum_excisum,rps4,JF980603,571,Adiantum excisum Kunze,Adiantum excisum Kunze,1073781,in
Adiantum_excisum,rps4-trnS,JF980603,572,Adiantum excisum Kunze,Adiantum excisum Kunze,1073781,in
Adiantum_excisum,trnL-trnF,JF980682,863,Adiantum excisum Kunze,Adiantum excisum Kunze,1073781,in
Adiantum_feei,rbcL,MH019567,607,Adiantum feei T. Moore,Adiantum feei T.Moore ex Fee,2420102,in
Adiantum_fengianum,atpA,JF937262,1732,Adiantum fengianum Ching,Adiantum fengianum Ching,1073782,in
Adiantum_fengianum,atpB,JF935388,1265,Adiantum fengianum Ching,Adiantum fengianum Ching,1073782,in
Adiantum_fengianum,rbcL,JF935308,1272,Adiantum fengianum Ching,Adiantum fengianum Ching,1073782,in
Adiantum_fengianum,rps4,JF980571,571,Adiantum fengianum Ching,Adiantum fengianum Ching,1073782,in
Adiantum_fengianum,rps4-trnS,JF980571,652,Adiantum fengianum Ching,Adiantum fengianum Ching,1073782,in
Adiantum_fengianum,trnL-trnF,JF980656,901,Adiantum fengianum Ching,Adiantum fengianum Ching,1073782,in
Adiantum_flabellulatum,atpA,JF937270,1736,Adiantum flabellulatum L.,Adiantum flabellulatum L.,872337,in
Adiantum_flabellulatum,atpB,JF935396,1265,Adiantum flabellulatum L.,Adiantum flabellulatum L.,872337,in
Adiantum_flabellulatum,rbcL,JF935315,1273,Adiantum flabellulatum L.,Adiantum flabellulatum L.,872337,in
Adiantum_flabellulatum,rps4,JF980579,571,Adiantum flabellulatum L.,Adiantum flabellulatum L.,872337,in
Adiantum_flabellulatum,rps4-trnS,JF980579,581,Adiantum flabellulatum L.,Adiantum flabellulatum L.,872337,in
Adiantum_flabellulatum,trnL-trnF,JF980663,870,Adiantum flabellulatum L.,Adiantum flabellulatum L.,872337,in
Adiantum_formosanum,atpA,MH019350,1506,Adiantum formosanum Tagawa,Adiantum formosanum Tagawa,1073785,in
Adiantum_formosanum,rbcL,MH019571,1309,Adiantum formosanum Tagawa,Adiantum formosanum Tagawa,1073785,in
Adiantum_formosum,atpA,JF937307,1734,Adiantum formosum R. Br.,Adiantum formosum R.Br.,911566,in
Adiantum_formosum,atpB,JF935434,1265,Adiantum formosum R. Br.,Adiantum formosum R.Br.,911566,in
Adiantum_formosum,rbcL,JF935352,1273,Adiantum formosum R. Br.,Adiantum formosum R.Br.,911566,in
Adiantum_formosum,rps4,JF980618,571,Adiantum formosum R. Br.,Adiantum formosum R.Br.,911566,in
Adiantum_formosum,rps4-trnS,JF980618,527,Adiantum formosum R. Br.,Adiantum formosum R.Br.,911566,in
Adiantum_formosum,trnL-trnF,JF980697,930,Adiantum formosum R. Br.,Adiantum formosum R.Br.,911566,in
Adiantum_fournieri,atpA,KX524374,1708,Adiantum fournieri Copel.,Adiantum fournieri Copel.,1932674,in
Adiantum_fournieri,rbcL,MH019572,1292,Adiantum fournieri Copel.,Adiantum fournieri Copel.,1932674,in
Adiantum_fragile,atpA,MH019352,1506,Adiantum fragile Sw.,Adiantum fragile Sw.,1979439,in
Adiantum_fragile,rbcL,MH019573,1271,Adiantum fragile Sw.,Adiantum fragile Sw.,1979439,in
Adiantum_fuliginosum,atpA,MH019353,1484,Adiantum fuliginosum Fée,Adiantum fuliginosum Fee,2420104,in
Adiantum_fuliginosum,rbcL,MH019574,1309,Adiantum fuliginosum Fée,Adiantum fuliginosum Fee,2420104,in
Adiantum_fulvum,atpA,JF937308,1734,Adiantum fulvum Raoul,Adiantum fulvum M.Raoul,911567,in
Adiantum_fulvum,atpB,JF935435,1265,Adiantum fulvum Raoul,Adiantum fulvum M.Raoul,911567,in
Adiantum_fulvum,rbcL,JF935353,943,Adiantum fulvum Raoul,Adiantum fulvum M.Raoul,911567,in
Adiantum_fulvum,rps4,JF980619,571,Adiantum fulvum Raoul,Adiantum fulvum M.Raoul,911567,in
Adiantum_fulvum,rps4-trnS,JF980619,387,Adiantum fulvum Raoul,Adiantum fulvum M.Raoul,911567,in
Adiantum_fulvum,trnL-trnF,JF980698,873,Adiantum fulvum Raoul,Adiantum fulvum M.Raoul,911567,in
Adiantum_galeottianum,atpA,KX524401,1708,Adiantum galeottianum Hook.,Adiantum galeottianum Hook.,1932675,in
Adiantum_galeottianum,rbcL,KX524197,1292,Adiantum galeottianum Hook.,Adiantum galeottianum Hook.,1932675,in
Adiantum_gertrudis,rbcL,MH019575,607,Adiantum gertrudis Espinosa,Adiantum gertrudis Espinosa,1932676,in
Adiantum_glabrum,rbcL,MH019576,1309,Adiantum glabrum Copel.,Adiantum glabrum Copel.,2420105,in
Adiantum_glaucescens,atpA,MH019354,1506,Adiantum glaucescens Klotzsch,Adiantum glaucescens Klotzsch,1481300,in
Adiantum_glaucescens,rbcL,MH019577,1309,Adiantum glaucescens Klotzsch,Adiantum glaucescens Klotzsch,1481300,in
Adiantum_gracile,atpA,MH019355,1453,Adiantum gracile Fée,Adiantum gracile Fee,2420106,in
Adiantum_gracile,rbcL,MH019578,1309,Adiantum gracile Fée,Adiantum gracile Fee,2420106,in
Adiantum_gravesii,atpA,KY382729,1732,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,in
Adiantum_gravesii,atpB,KY429095,1244,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,in
Adiantum_gravesii,matK,KY461708,915,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,in
Adiantum_gravesii,rbcL,KY450871,1240,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,in
Adiantum_gravesii,rps4,KY451001,571,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,in
Adiantum_gravesii,rps4-trnS,KY451001,648,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,in
Adiantum_gravesii,trnL-trnF,KY450945,887,Adiantum gravesii Hance,Adiantum gravesii Hance,1073786,in
Adiantum_henslovianum,atpA,KX524418,1716,Adiantum henslovianum Hook. fil.,Adiantum henslovianum Hook.f.,1932678,in
Adiantum_henslovianum,rbcL,KX524214,1309,Adiantum henslovianum Hook. fil.,Adiantum henslovianum Hook.f.,1932678,in
Adiantum_hirsutum,rbcL,KF992410,1263,Adiantum hirsutum Bory,Adiantum hirsutum Bory,1521192,in
Adiantum_hispidulum,atpA,JF937296,1734,Adiantum hispidulum Sw.,Adiantum hispidulum Sw.,446140,in
Adiantum_hispidulum,atpB,JF935423,1265,Adiantum hispidulum Sw.,Adiantum hispidulum Sw.,446140,in
Adiantum_hispidulum,rbcL,JF935341,1254,Adiantum hispidulum Sw.,Adiantum hispidulum Sw.,446140,in
Adiantum_hispidulum,rps4,JF980607,571,Adiantum hispidulum Sw.,Adiantum hispidulum Sw.,446140,in
Adiantum_hispidulum,rps4-trnS,JF980607,567,Adiantum hispidulum Sw.,Adiantum hispidulum Sw.,446140,in
Adiantum_hispidulum,trnL-trnF,JF980686,897,Adiantum hispidulum Sw.,Adiantum hispidulum Sw.,446140,in
Adiantum_hornei,rbcL,MH019581,1309,Adiantum hornei Baker,Adiantum hornei Baker,2420107,in
Adiantum_hosei,atpA,MH019358,641,Adiantum hosei Baker,Adiantum hosei Baker,2420108,in
Adiantum_hosei,rbcL,MH019582,1292,Adiantum hosei Baker,Adiantum hosei Baker,2420108,in
Adiantum_humile,atpA,MH019359,1506,Adiantum humile Kunze,Adiantum humile Kunze,1481301,in
Adiantum_humile,rbcL,MH019583,1309,Adiantum humile Kunze,Adiantum humile Kunze,1481301,in
Adiantum_incisum,plastome,MT130585,66135,Adiantum incisum subsp. incisum,Adiantum sinicum Ching,1073797,in
Adiantum_induratum,atpA,JF937263,1736,Adiantum induratum Christ,Adiantum induratum H.Christ,1073787,in
Adiantum_induratum,atpB,JF935389,1265,Adiantum induratum Christ,Adiantum induratum H.Christ,1073787,in
Adiantum_induratum,rbcL,JF935309,1255,Adiantum induratum Christ,Adiantum induratum H.Christ,1073787,in
Adiantum_induratum,rps4,JF980572,571,Adiantum induratum Christ,Adiantum induratum H.Christ,1073787,in
Adiantum_induratum,rps4-trnS,JF980572,581,Adiantum induratum Christ,Adiantum induratum H.Christ,1073787,in
Adiantum_induratum,trnL-trnF,JF980657,871,Adiantum induratum Christ,Adiantum induratum H.Christ,1073787,in
Adiantum_intermedium,atpA,MH019362,760,Adiantum intermedium Sw.,Adiantum intermedium Sw.,2420109,in
Adiantum_intermedium,rbcL,MH019586,1309,Adiantum intermedium Sw.,Adiantum intermedium Sw.,2420109,in
Adiantum_isthmicum,rbcL,KJ628539,1282,Adiantum isthmicum B. Zimmer,Adiantum isthmicum B.Zimmer,1481302,in
Adiantum_jordanii,atpA,JF937303,1744,Adiantum jordanii Müll. Hal.,Adiantum jordanii Muell.Hal.,1073788,in
Adiantum_jordanii,atpB,JF935430,1265,Adiantum jordanii Müll. Hal.,Adiantum jordanii Muell.Hal.,1073788,in
Adiantum_jordanii,rbcL,JF935348,1273,Adiantum jordanii Müll. Hal.,Adiantum jordanii Muell.Hal.,1073788,in
Adiantum_jordanii,rps4,JF980614,577,Adiantum jordanii Müll. Hal.,Adiantum jordanii Muell.Hal.,1073788,in
Adiantum_jordanii,rps4-trnS,JF980614,594,Adiantum jordanii Müll. Hal.,Adiantum jordanii Muell.Hal.,1073788,in
Adiantum_jordanii,trnL-trnF,JF980693,872,Adiantum jordanii Müll. Hal.,Adiantum jordanii Muell.Hal.,1073788,in
Adiantum_juxtapositum,atpA,KY382673,1731,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,in
Adiantum_juxtapositum,atpB,KY429042,1244,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,in
Adiantum_juxtapositum,matK,KY461648,918,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,in
Adiantum_juxtapositum,rbcL,KY450802,1240,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,in
Adiantum_juxtapositum,rps4,KY450974,571,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,in
Adiantum_juxtapositum,rps4-trnS,KY450974,610,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,in
Adiantum_juxtapositum,trnL-trnF,KY450887,895,Adiantum juxtapositum Ching,Adiantum juxtapositum Ching,1073789,in
Adiantum_krameri,atpA,MH019364,1484,Adiantum krameri B. Zimmer,Adiantum krameri B.Zimmer,2420110,in
Adiantum_krameri,rbcL,MH019588,1309,Adiantum krameri B. Zimmer,Adiantum krameri B.Zimmer,2420110,in
Adiantum_latifolium,atpA,MH019365,1225,Adiantum latifolium Lam.,Adiantum latifolium Lam.,434437,in
Adiantum_latifolium,rbcL,MH019589,1292,Adiantum latifolium Lam.,Adiantum latifolium Lam.,434437,in
Adiantum_leprieurii,atpA,MH019366,1506,Adiantum leprieurii Hook.,Adiantum leprieurii Hook.,1481303,in
Adiantum_leprieurii,rbcL,MH019590,1309,Adiantum leprieurii Hook.,Adiantum leprieurii Hook.,1481303,in
Adiantum_lianxianense,atpA,JF937255,1732,Adiantum lianxianense Ching & Y. X. Lin,Adiantum lianxianense Ching & Y.X.Lin,1073791,in
Adiantum_lianxianense,atpB,JF935380,1265,Adiantum lianxianense Ching & Y. X. Lin,Adiantum lianxianense Ching & Y.X.Lin,1073791,in
Adiantum_lianxianense,rbcL,JF935302,1268,Adiantum lianxianense Ching & Y. X. Lin,Adiantum lianxianense Ching & Y.X.Lin,1073791,in
Adiantum_lianxianense,rps4,JF980564,571,Adiantum lianxianense Ching & Y. X. Lin,Adiantum lianxianense Ching & Y.X.Lin,1073791,in
Adiantum_lianxianense,rps4-trnS,JF980564,654,Adiantum lianxianense Ching & Y. X. Lin,Adiantum lianxianense Ching & Y.X.Lin,1073791,in
